film,year_film,year_ceremony,ceremony,category,name,winner
A Note of Triumph: The Golden Age of Norman Corwin,2005,2006,78,DOCUMENTARY (Short Subject),Corinne Marrinan and Eric Simonson,TRUE
Don't Tell,2005,2006,78,FOREIGN LANGUAGE FILM,Italy,FALSE
Joyeux NoÃ«l,2005,2006,78,FOREIGN LANGUAGE FILM,France,FALSE
Sophie Scholl - The Final Days,2005,2006,78,FOREIGN LANGUAGE FILM,Germany,FALSE
Star Wars: Episode III Revenge of the Sith,2005,2006,78,MAKEUP,Dave Elsey and Nikki Gooley,FALSE
Badgered,2005,2006,78,SHORT FILM (Animated),Sharon Colman,FALSE
The Moon and the Son: An Imagined Conversation,2005,2006,78,SHORT FILM (Animated),John Canemaker and Peggy Stern,TRUE
The Mysterious Geographic Explorations of Jasper Morello,2005,2006,78,SHORT FILM (Animated),Anthony Lucas,FALSE
Ausreisser (The Runaway),2005,2006,78,SHORT FILM (Live Action),Ulrike Grote,FALSE
The Last Farm,2005,2006,78,SHORT FILM (Live Action),RÃºnar RÃºnarsson and Thor S. SigurjÃ³nsson,FALSE
Our Time Is Up,2005,2006,78,SHORT FILM (Live Action),Rob Pearlstein and Pia Clemente,FALSE
Volver,2006,2007,79,ACTRESS IN A LEADING ROLE,PenÃ©lope Cruz,FALSE
Pan's Labyrinth,2006,2007,79,ART DIRECTION,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,TRUE
Curse of the Golden Flower,2006,2007,79,COSTUME DESIGN,Yee Chung Man,FALSE
Iraq in Fragments,2006,2007,79,DOCUMENTARY (Feature),James Longley and John Sinno,FALSE
"My Country, My Country",2006,2007,79,DOCUMENTARY (Feature),Laura Poitras and Jocelyn Glatzer,FALSE
The Blood of Yingzhou District,2006,2007,79,DOCUMENTARY (Short Subject),Ruby Yang and Thomas Lennon,TRUE
Recycled Life,2006,2007,79,DOCUMENTARY (Short Subject),Leslie Iwerks and Mike Glad,FALSE
Rehearsing a Dream,2006,2007,79,DOCUMENTARY (Short Subject),Karen Goodman and Kirk Simon,FALSE
After the Wedding,2006,2007,79,FOREIGN LANGUAGE FILM,Denmark,FALSE
Days of Glory (IndigÃ¨nes),2006,2007,79,FOREIGN LANGUAGE FILM,Algeria,FALSE
The Lives of Others,2006,2007,79,FOREIGN LANGUAGE FILM,Germany,TRUE
The Danish Poet,2006,2007,79,SHORT FILM (Animated),Torill Kove,TRUE
Maestro,2006,2007,79,SHORT FILM (Animated),GÃ©za M. TÃ³th,FALSE
Binta and the Great Idea (Binta Y La Gran Idea),2006,2007,79,SHORT FILM (Live Action),Javier Fesser and Luis Manso,FALSE
Ã‰ramos Pocos (One Too Many),2006,2007,79,SHORT FILM (Live Action),Borja Cobeaga,FALSE
Helmer & Son,2006,2007,79,SHORT FILM (Live Action),SÃ¸ren Pilmark and Kim Magnusson,FALSE
The Saviour,2006,2007,79,SHORT FILM (Live Action),Peter Templeman and Stuart Parkyn,FALSE
West Bank Story,2006,2007,79,SHORT FILM (Live Action),Ari Sandel,TRUE
Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips,FALSE
Sweeney Todd The Demon Barber of Fleet Street,2007,2008,80,ACTOR IN A LEADING ROLE,Johnny Depp,FALSE
La Vie en Rose,2007,2008,80,ACTRESS IN A LEADING ROLE,Marion Cotillard,TRUE
I'm Not There,2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Cate Blanchett,FALSE
Persepolis,2007,2008,80,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,FALSE
The Diving Bell and the Butterfly,2007,2008,80,CINEMATOGRAPHY,Janusz Kaminski,FALSE
Operation Homecoming: Writing the Wartime Experience,2007,2008,80,DOCUMENTARY (Feature),Richard E. Robbins,FALSE
War/Dance,2007,2008,80,DOCUMENTARY (Feature),Andrea Nix Fine and Sean Fine,FALSE
La Corona (The Crown),2007,2008,80,DOCUMENTARY (Short Subject),Amanda Micheli and Isabel Vega,FALSE
Salim Baba,2007,2008,80,DOCUMENTARY (Short Subject),Tim Sternberg and Francisco Bello,FALSE
Sari's Mother,2007,2008,80,DOCUMENTARY (Short Subject),James Longley,FALSE
Beaufort,2007,2008,80,FOREIGN LANGUAGE FILM,Israel,FALSE
The Counterfeiters,2007,2008,80,FOREIGN LANGUAGE FILM,Austria,TRUE
Katyn,2007,2008,80,FOREIGN LANGUAGE FILM,Poland,FALSE
Mongol,2007,2008,80,FOREIGN LANGUAGE FILM,Kazakhstan,FALSE
12,2007,2008,80,FOREIGN LANGUAGE FILM,Russia,FALSE
I Met the Walrus,2007,2008,80,SHORT FILM (Animated),Josh Raskin,FALSE
Madame Tutli-Putli,2007,2008,80,SHORT FILM (Animated),Chris Lavis and Maciek Szczerbowski,FALSE
MÃªme les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),2007,2008,80,SHORT FILM (Animated),Samuel Tourneux and Simon Vanesse,FALSE
My Love (Moya Lyubov),2007,2008,80,SHORT FILM (Animated),Alexander Petrov,FALSE
At Night,2007,2008,80,SHORT FILM (Live Action),Christian E. Christiansen and Louise Vesth,FALSE
Il Supplente (The Substitute),2007,2008,80,SHORT FILM (Live Action),Andrea Jublin,FALSE
Le Mozart des Pickpockets (The Mozart of Pickpockets),2007,2008,80,SHORT FILM (Live Action),Philippe Pollet-Villard,TRUE
Tanghi Argentini,2007,2008,80,SHORT FILM (Live Action),Guido Thys and Anja Daelemans,FALSE
The Tonto Woman,2007,2008,80,SHORT FILM (Live Action),Daniel Barber and Matthew Brown,FALSE
WALL-E,2008,2009,81,ANIMATED FEATURE FILM,Andrew Stanton,TRUE
The Betrayal (Nerakhoon),2008,2009,81,DOCUMENTARY (Feature),Ellen Kuras and Thavisouk Phrasavath,FALSE
The Garden,2008,2009,81,DOCUMENTARY (Feature),Scott Hamilton Kennedy,FALSE
Trouble the Water,2008,2009,81,DOCUMENTARY (Feature),Tia Lessin and Carl Deal,FALSE
The Conscience of Nhem En,2008,2009,81,DOCUMENTARY (Short Subject),Steven Okazaki,FALSE
The Final Inch,2008,2009,81,DOCUMENTARY (Short Subject),Irene Taylor Brodsky and Tom Grant,FALSE
Smile Pinki,2008,2009,81,DOCUMENTARY (Short Subject),Megan Mylan,TRUE
The Witness - From the Balcony of Room 306,2008,2009,81,DOCUMENTARY (Short Subject),Adam Pertofsky and Margaret Hyde,FALSE
The Baader Meinhof Complex,2008,2009,81,FOREIGN LANGUAGE FILM,Germany,FALSE
The Class,2008,2009,81,FOREIGN LANGUAGE FILM,France,FALSE
Departures,2008,2009,81,FOREIGN LANGUAGE FILM,Japan,TRUE
Revanche,2008,2009,81,FOREIGN LANGUAGE FILM,Austria,FALSE
Waltz with Bashir,2008,2009,81,FOREIGN LANGUAGE FILM,Israel,FALSE
La Maison en Petits Cubes,2008,2009,81,SHORT FILM (Animated),Kunio Kato,TRUE
Lavatory - Lovestory,2008,2009,81,SHORT FILM (Animated),Konstantin Bronzit,FALSE
Oktapodi,2008,2009,81,SHORT FILM (Animated),Emud Mokhberi and Thierry Marchand,FALSE
This Way Up,2008,2009,81,SHORT FILM (Animated),Alan Smith and Adam Foulkes,FALSE
Auf der Strecke (On the Line),2008,2009,81,SHORT FILM (Live Action),Reto Caffi,FALSE
Manon on the Asphalt,2008,2009,81,SHORT FILM (Live Action),Elizabeth Marre and Olivier Pont,FALSE
New Boy,2008,2009,81,SHORT FILM (Live Action),Steph Green and Tamara Anghie,FALSE
The Pig,2008,2009,81,SHORT FILM (Live Action),Tivi Magnusson and Dorte HÃ¸gh,FALSE
Spielzeugland (Toyland),2008,2009,81,SHORT FILM (Live Action),Jochen Alexander Freydank,TRUE
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,82,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,FALSE
The White Ribbon,2009,2010,82,CINEMATOGRAPHY,Christian Berger,FALSE
Coco before Chanel,2009,2010,82,COSTUME DESIGN,Catherine Leterrier,FALSE
Burma VJ,2009,2010,82,DOCUMENTARY (Feature),Anders Ã˜stergaard and Lise Lense-MÃ¸ller,FALSE
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,2010,82,DOCUMENTARY (Feature),Judith Ehrlich and Rick Goldsmith,FALSE
Which Way Home,2009,2010,82,DOCUMENTARY (Feature),Rebecca Cammisa,FALSE
China's Unnatural Disaster: The Tears of Sichuan Province,2009,2010,82,DOCUMENTARY (Short Subject),Jon Alpert and Matthew O'Neill,FALSE
The Last Campaign of Governor Booth Gardner,2009,2010,82,DOCUMENTARY (Short Subject),Daniel Junge and Henry Ansbacher,FALSE
The Last Truck: Closing of a GM Plant,2009,2010,82,DOCUMENTARY (Short Subject),Steven Bognar and Julia Reichert,FALSE
Music by Prudence,2009,2010,82,DOCUMENTARY (Short Subject),Roger Ross Williams and Elinor Burkett,TRUE
Rabbit Ã  la Berlin,2009,2010,82,DOCUMENTARY (Short Subject),Bartek Konopka and Anna Wydra,FALSE
Ajami,2009,2010,82,FOREIGN LANGUAGE FILM,Israel,FALSE
The Milk of Sorrow,2009,2010,82,FOREIGN LANGUAGE FILM,Peru,FALSE
A Prophet,2009,2010,82,FOREIGN LANGUAGE FILM,France,FALSE
The Secret in Their Eyes,2009,2010,82,FOREIGN LANGUAGE FILM,Argentina,TRUE
Il Divo,2009,2010,82,MAKEUP,Aldo Signoretti and Vittorio Sodano,FALSE
Paris 36,2009,2010,82,MUSIC (Original Song),Music by Reinhardt Wagner; Lyric by Frank Thomas,FALSE
French Roast,2009,2010,82,SHORT FILM (Animated),Fabrice O. Joubert,FALSE
Granny O'Grimm's Sleeping Beauty,2009,2010,82,SHORT FILM (Animated),Nicky Phelan and Darragh O'Connell,FALSE
The Lady and the Reaper (La Dama y la Muerte),2009,2010,82,SHORT FILM (Animated),Javier Recio Gracia,FALSE
The Door,2009,2010,82,SHORT FILM (Live Action),Juanita Wilson and James Flynn,FALSE
Instead of Abracadabra,2009,2010,82,SHORT FILM (Live Action),Patrik Eklund and Mathias FjellstrÃ¶m,FALSE
Kavi,2009,2010,82,SHORT FILM (Live Action),Gregg Helvey,FALSE
Miracle Fish,2009,2010,82,SHORT FILM (Live Action),Luke Doolan and Drew Bailey,FALSE
The New Tenants,2009,2010,82,SHORT FILM (Live Action),Joachim Back and Tivi Magnusson,TRUE
Biutiful,2010,2011,83,ACTOR IN A LEADING ROLE,Javier Bardem,FALSE
Harry Potter and the Deathly Hallows Part 1,2010,2011,83,ART DIRECTION,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,FALSE
I Am Love,2010,2011,83,COSTUME DESIGN,Antonella Cannarozzi,FALSE
Exit through the Gift Shop,2010,2011,83,DOCUMENTARY (Feature),Banksy and Jaimie D'Cruz,FALSE
Killing in the Name,2010,2011,83,DOCUMENTARY (Short Subject),Jed Rothstein,FALSE
Poster Girl,2010,2011,83,DOCUMENTARY (Short Subject),Sara Nesson and Mitchell W. Block,FALSE
Strangers No More,2010,2011,83,DOCUMENTARY (Short Subject),Karen Goodman and Kirk Simon,TRUE
Sun Come Up,2010,2011,83,DOCUMENTARY (Short Subject),Jennifer Redfearn and Tim Metzger,FALSE
The Warriors of Qiugang,2010,2011,83,DOCUMENTARY (Short Subject),Ruby Yang and Thomas Lennon,FALSE
Dogtooth,2010,2011,83,FOREIGN LANGUAGE FILM,Greece,FALSE
In a Better World,2010,2011,83,FOREIGN LANGUAGE FILM,Denmark,TRUE
Incendies,2010,2011,83,FOREIGN LANGUAGE FILM,Canada,FALSE
Outside the Law (Hors-la-loi),2010,2011,83,FOREIGN LANGUAGE FILM,Algeria,FALSE
Let's Pollute,2010,2011,83,SHORT FILM (Animated),Geefwee Boedoe,FALSE
The Lost Thing,2010,2011,83,SHORT FILM (Animated),Shaun Tan and Andrew Ruhemann,TRUE
"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",2010,2011,83,SHORT FILM (Animated),Bastien Dubois,FALSE
The Confession,2010,2011,83,SHORT FILM (Live Action),Tanel Toom,FALSE
God of Love,2010,2011,83,SHORT FILM (Live Action),Luke Matheny,TRUE
Na Wewe,2010,2011,83,SHORT FILM (Live Action),Ivan Goldschmidt,FALSE
Wish 143,2010,2011,83,SHORT FILM (Live Action),Ian Barnes and Samantha Waite,FALSE
Tron: Legacy,2010,2011,83,SOUND EDITING,Gwendolyn Yates Whittle and Addison Teague,FALSE
A Cat in Paris,2011,2012,84,ANIMATED FEATURE FILM,Alain Gagnol and Jean-Loup Felicioli,FALSE
Harry Potter and the Deathly Hallows Part 2,2011,2012,84,ART DIRECTION,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,FALSE
Anonymous,2011,2012,84,COSTUME DESIGN,Lisy Christl,FALSE
Hell and Back Again,2011,2012,84,DOCUMENTARY (Feature),Danfung Dennis and Mike Lerner,FALSE
If a Tree Falls: A Story of the Earth Liberation Front,2011,2012,84,DOCUMENTARY (Feature),Marshall Curry and Sam Cullman,FALSE
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2011,2012,84,DOCUMENTARY (Short Subject),Robin Fryday and Gail Dolgin,FALSE
God Is the Bigger Elvis,2011,2012,84,DOCUMENTARY (Short Subject),Rebecca Cammisa and Julie Anderson,FALSE
Incident in New Baghdad,2011,2012,84,DOCUMENTARY (Short Subject),James Spione,FALSE
The Tsunami and the Cherry Blossom,2011,2012,84,DOCUMENTARY (Short Subject),Lucy Walker and Kira Carstensen,FALSE
Bullhead,2011,2012,84,FOREIGN LANGUAGE FILM,Belgium,FALSE
Footnote,2011,2012,84,FOREIGN LANGUAGE FILM,Israel,FALSE
Monsieur Lazhar,2011,2012,84,FOREIGN LANGUAGE FILM,Canada,FALSE
A Separation,2011,2012,84,FOREIGN LANGUAGE FILM,Iran,TRUE
Dimanche/Sunday,2011,2012,84,SHORT FILM (Animated),Patrick Doyon,FALSE
The Fantastic Flying Books of Mr. Morris Lessmore,2011,2012,84,SHORT FILM (Animated),William Joyce and Brandon Oldenburg,TRUE
La Luna,2011,2012,84,SHORT FILM (Animated),Enrico Casarosa,FALSE
A Morning Stroll,2011,2012,84,SHORT FILM (Animated),Grant Orchard and Sue Goffe,FALSE
Wild Life,2011,2012,84,SHORT FILM (Animated),Amanda Forbis and Wendy Tilby,FALSE
Pentecost,2011,2012,84,SHORT FILM (Live Action),Peter McDonald and Eimear O'Kane,FALSE
Raju,2011,2012,84,SHORT FILM (Live Action),Max ZÃ¤hle and Stefan Gieren,FALSE
The Shore,2011,2012,84,SHORT FILM (Live Action),Terry George and Oorlagh George,TRUE
Time Freak,2011,2012,84,SHORT FILM (Live Action),Andrew Bowler and Gigi Causey,FALSE
Tuba Atlantic,2011,2012,84,SHORT FILM (Live Action),Hallvar WitzÃ¸,FALSE
Les MisÃ©rables,2012,2013,85,ACTOR IN A LEADING ROLE,Hugh Jackman,FALSE
Amour,2012,2013,85,ACTRESS IN A LEADING ROLE,Emmanuelle Riva,FALSE
The Impossible,2012,2013,85,ACTRESS IN A LEADING ROLE,Naomi Watts,FALSE
The Pirates! Band of Misfits,2012,2013,85,ANIMATED FEATURE FILM,Peter Lord,FALSE
How to Survive a Plague,2012,2013,85,DOCUMENTARY (Feature),David France and Howard Gertler,FALSE
Inocente,2012,2013,85,DOCUMENTARY (Short Subject),Sean Fine and Andrea Nix Fine,TRUE
Kings Point,2012,2013,85,DOCUMENTARY (Short Subject),Sari Gilman and Jedd Wider,FALSE
Mondays at Racine,2012,2013,85,DOCUMENTARY (Short Subject),Cynthia Wade and Robin Honan,FALSE
Open Heart,2012,2013,85,DOCUMENTARY (Short Subject),Kief Davidson and Cori Shepherd Stern,FALSE
No,2012,2013,85,FOREIGN LANGUAGE FILM,Chile,FALSE
A Royal Affair,2012,2013,85,FOREIGN LANGUAGE FILM,Denmark,FALSE
War Witch,2012,2013,85,FOREIGN LANGUAGE FILM,Canada,FALSE
Head over Heels,2012,2013,85,SHORT FILM (Animated),Timothy Reckart and Fodhla Cronin O'Reilly,FALSE
"Maggie Simpson in ""The Longest Daycare""",2012,2013,85,SHORT FILM (Animated),David Silverman,FALSE
Asad,2012,2013,85,SHORT FILM (Live Action),Bryan Buckley and Mino Jarjoura,FALSE
Buzkashi Boys,2012,2013,85,SHORT FILM (Live Action),Sam French and Ariel Nasr,FALSE
Death of a Shadow (Dood van een Schaduw),2012,2013,85,SHORT FILM (Live Action),Tom Van Avermaet and Ellen De Waele,FALSE
Henry,2012,2013,85,SHORT FILM (Live Action),Yan England,FALSE
Marvel's The Avengers,2012,2013,85,VISUAL EFFECTS,"Janek Sirrs, Jeff White, Guy Williams and Dan Sudick",FALSE
Ernest & Celestine,2013,2014,86,ANIMATED FEATURE FILM,Benjamin Renner and Didier Brunner,FALSE
The Wind Rises,2013,2014,86,ANIMATED FEATURE FILM,Hayao Miyazaki and Toshio Suzuki,FALSE
The Grandmaster,2013,2014,86,CINEMATOGRAPHY,Philippe Le Sourd,FALSE
The Act of Killing,2013,2014,86,DOCUMENTARY (Feature),Joshua Oppenheimer and Signe Byrge SÃ¸rensen,FALSE
The Square,2013,2014,86,DOCUMENTARY (Feature),Jehane Noujaim and Karim Amer,FALSE
CaveDigger,2013,2014,86,DOCUMENTARY (Short Subject),Jeffrey Karoff,FALSE
Facing Fear,2013,2014,86,DOCUMENTARY (Short Subject),Jason Cohen,FALSE
Karama Has No Walls,2013,2014,86,DOCUMENTARY (Short Subject),Sara Ishaq,FALSE
The Lady in Number 6: Music Saved My Life,2013,2014,86,DOCUMENTARY (Short Subject),Malcolm Clarke and Nicholas Reed,TRUE
Prison Terminal: The Last Days of Private Jack Hall,2013,2014,86,DOCUMENTARY (Short Subject),Edgar Barens,FALSE
The Broken Circle Breakdown,2013,2014,86,FOREIGN LANGUAGE FILM,Belgium,FALSE
The Great Beauty,2013,2014,86,FOREIGN LANGUAGE FILM,Italy,TRUE
The Hunt,2013,2014,86,FOREIGN LANGUAGE FILM,Denmark,FALSE
Omar,2013,2014,86,FOREIGN LANGUAGE FILM,Palestine,FALSE
Alone Yet Not Alone,2013,2014,86,MUSIC (Original Song),Music by Bruce Broughton; Lyric by Dennis Spiegel,FALSE
Feral,2013,2014,86,SHORT FILM (Animated),Daniel Sousa and Dan Golden,FALSE
Mr. Hublot,2013,2014,86,SHORT FILM (Animated),Laurent Witz and Alexandre Espigares,TRUE
Possessions,2013,2014,86,SHORT FILM (Animated),Shuhei Morita,FALSE
Aquel No Era Yo (That Wasn't Me),2013,2014,86,SHORT FILM (Live Action),Esteban Crespo,FALSE
Avant Que De Tout Perdre (Just before Losing Everything),2013,2014,86,SHORT FILM (Live Action),Xavier Legrand and Alexandre Gavras,FALSE
Helium,2013,2014,86,SHORT FILM (Live Action),Anders Walter and Kim Magnusson,TRUE
PitÃ¤Ã¤kÃ¶ Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),2013,2014,86,SHORT FILM (Live Action),Selma Vilhunen and Kirsikka Saari,FALSE
The Voorman Problem,2013,2014,86,SHORT FILM (Live Action),Mark Gill and Baldwin Li,FALSE
Birdman or (The Unexpected Virtue of Ignorance),2014,2015,87,ACTOR IN A LEADING ROLE,Michael Keaton,FALSE
"Two Days, One Night",2014,2015,87,ACTRESS IN A LEADING ROLE,Marion Cotillard,FALSE
The Tale of the Princess Kaguya,2014,2015,87,ANIMATED FEATURE FILM,Isao Takahata and Yoshiaki Nishimura,FALSE
Ida,2014,2015,87,CINEMATOGRAPHY,Lukasz Zal and Ryszard Lenczewski,FALSE
CitizenFour,2014,2015,87,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",TRUE
The Salt of the Earth,2014,2015,87,DOCUMENTARY (Feature),"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",FALSE
Crisis Hotline: Veterans Press 1,2014,2015,87,DOCUMENTARY (Short Subject),Ellen Goosenberg Kent and Dana Perry,TRUE
Joanna,2014,2015,87,DOCUMENTARY (Short Subject),Aneta Kopacz,FALSE
Our Curse,2014,2015,87,DOCUMENTARY (Short Subject),Tomasz Sliwinski and Maciej Slesicki,FALSE
The Reaper (La Parka),2014,2015,87,DOCUMENTARY (Short Subject),Gabriel Serra Arguello,FALSE
White Earth,2014,2015,87,DOCUMENTARY (Short Subject),J. Christian Jensen,FALSE
Tangerines,2014,2015,87,FOREIGN LANGUAGE FILM,Estonia,FALSE
Timbuktu,2014,2015,87,FOREIGN LANGUAGE FILM,Mauritania,FALSE
Wild Tales,2014,2015,87,FOREIGN LANGUAGE FILM,Argentina,FALSE
Glen Campbell...I'll Be Me,2014,2015,87,MUSIC (Original Song),Music and Lyric by Glen Campbell and Julian Raymond,FALSE
The Bigger Picture,2014,2015,87,SHORT FILM (Animated),Daisy Jacobs and Christopher Hees,FALSE
The Dam Keeper,2014,2015,87,SHORT FILM (Animated),Robert Kondo and Dice Tsutsumi,FALSE
Me and My Moulton,2014,2015,87,SHORT FILM (Animated),Torill Kove,FALSE
A Single Life,2014,2015,87,SHORT FILM (Animated),Joris Oprins,FALSE
Aya,2014,2015,87,SHORT FILM (Live Action),Oded Binnun and Mihal Brezis,FALSE
Boogaloo and Graham,2014,2015,87,SHORT FILM (Live Action),Michael Lennox and Ronan Blaney,FALSE
Butter Lamp (La Lampe Au Beurre De Yak),2014,2015,87,SHORT FILM (Live Action),Hu Wei and Julien FÃ©ret,FALSE
Parvaneh,2014,2015,87,SHORT FILM (Live Action),Talkhon Hamzavi and Stefan Eichenberger,FALSE
The Phone Call,2014,2015,87,SHORT FILM (Live Action),Mat Kirkby and James Lucas,TRUE
Boy and the World,2015,2016,88,ANIMATED FEATURE FILM,AlÃª Abreu,FALSE
When Marnie Was There,2015,2016,88,ANIMATED FEATURE FILM,Hiromasa Yonebayashi and Yoshiaki Nishimura,FALSE
Body Team 12,2015,2016,88,DOCUMENTARY (Short Subject),David Darg and Bryn Mooser,FALSE
"Chau, beyond the Lines",2015,2016,88,DOCUMENTARY (Short Subject),Courtney Marsh and Jerry Franck,FALSE
Claude Lanzmann: Spectres of the Shoah,2015,2016,88,DOCUMENTARY (Short Subject),Adam Benzine,FALSE
A Girl in the River: The Price of Forgiveness,2015,2016,88,DOCUMENTARY (Short Subject),Sharmeen Obaid-Chinoy,TRUE
Last Day of Freedom,2015,2016,88,DOCUMENTARY (Short Subject),Dee Hibbert-Jones and Nomi Talisman,FALSE
Embrace of the Serpent,2015,2016,88,FOREIGN LANGUAGE FILM,Colombia,FALSE
Mustang,2015,2016,88,FOREIGN LANGUAGE FILM,France,FALSE
Son of Saul,2015,2016,88,FOREIGN LANGUAGE FILM,Hungary,TRUE
Theeb,2015,2016,88,FOREIGN LANGUAGE FILM,Jordan,FALSE
A War,2015,2016,88,FOREIGN LANGUAGE FILM,Denmark,FALSE
The 100-Year-Old Man Who Climbed out the Window and Disappeared,2015,2016,88,MAKEUP AND HAIRSTYLING,Love Larson and Eva von Bahr,FALSE
Youth,2015,2016,88,MUSIC (Original Song),Music and Lyric by David Lang,FALSE
Bear Story,2015,2016,88,SHORT FILM (Animated),Gabriel Osorio and Pato Escala,TRUE
Prologue,2015,2016,88,SHORT FILM (Animated),Richard Williams and Imogen Sutton,FALSE
We Can't Live without Cosmos,2015,2016,88,SHORT FILM (Animated),Konstantin Bronzit,FALSE
Ave Maria,2015,2016,88,SHORT FILM (Live Action),Basil Khalil and Eric Dupont,FALSE
Day One,2015,2016,88,SHORT FILM (Live Action),Henry Hughes,FALSE
Everything Will Be Okay (Alles Wird Gut),2015,2016,88,SHORT FILM (Live Action),Patrick Vollrath,FALSE
Shok,2015,2016,88,SHORT FILM (Live Action),Jamie Donoughue,FALSE
Stutterer,2015,2016,88,SHORT FILM (Live Action),Benjamin Cleary and Serena Armitage,TRUE
